,i,year,month,acyear,title,category,inst,instclass,url
171,171,2013,5,2012,MARIE CURIE FELLOWSHIPS IN ASTROPHYSICS - JRID44954,Post-doctoral Positions and Fellowships,Centre for Astronomy and Astrophysics - Fundacao FCUL NIF:503183504,Foreign,../job_view?JobID=44954
172,172,2006,1,2005,Three Year Renewable Position in Astronomy/Astrophysics - JRID25878,NTT,Allegheny College,Small Academic,../job_view?JobID=25878
173,173,2003,12,2003,"Assistant Professor, Space Engineering - JRID25875",TT,York University,Small Academic,../job_view?JobID=25875
174,174,2013,6,2013,Postdoctoral position at the LWA1 Radio Observatory - JRID44956,Post-doctoral Positions and Fellowships,University of New Mexico,Large Academic,../job_view?JobID=44956
175,175,2003,12,2003,Systems Engeneer/Systems Physicist - JRID25872,RsrchSp,Max-Planck-Society for the Advancement o,Large Academic,../job_view?JobID=25872
176,176,2008,1,2007,Three PhD fellowships in space instrumentation and observational cosmology - JRID31077,Rsrch,Laboratoire d'Astrophysique de Marseille,Foreign,../job_view?JobID=31077
177,177,2008,1,2007,Postdoctoral Research Associate (Megamaser/Cosmology) - JRID31074,Rsrch,NRAO,Research Laboratory,../job_view?JobID=31074
178,178,2013,11,2013,PhD-position in Solar Physics at Stockholm University  - JRID46386,Pre-doctoral/Graduate Positions,Stockholm University,Foreign,../job_view?JobID=46386
179,179,2008,1,2007,Assistant Professor - Tenure-Track Faculty Position in Physics - JRID31071,TT,University of Massachusetts Dartmouth,Small Academic,../job_view?JobID=31071
180,180,2010,11,2010,Postdoctoral Fellowship in Theoretical Cosmology and Astrophysics - JRID38367,Post-doctoral Positions and Fellowships,"Department of Astronomy, The University",Large Academic,../job_view?JobID=38367
181,181,2012,12,2012,Postdoctoral Research Assistant in Weak Lensing Measurement with Euclid - JRID44093,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,../job_view?JobID=44093
182,182,2015,9,2015,Support Scientist - JRID51780,Scientific/Technical Staff,Space Telescope Science Institute,Other,../job_view?JobID=51780
183,183,2012,12,2012,Postdoctoral Research Assistant in Astrophysical Fluid Dynamics - JRID44095,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,../job_view?JobID=44095
184,184,2014,10,2014,Post-doctoral position in extragalactic astronomy at the Laboratoire d’Astrophysique de Marseille - JRID49333,Post-doctoral Positions and Fellowships,Laboratoire d’Astrophysique de Marseille,Research Laboratory,../job_view?JobID=49333
185,185,2009,12,2009,Research Associate - JRID35955,Scientific/Technical Staff,"U.S. Naval Observatory, Flagstaff Statio",Government Agency,../job_view?JobID=35955
186,186,2008,12,2008,Postdoctoral position in extragalactic astronomy - JRID33501,Post-doctoral Positions and Fellowships,University of Maryland (College Park),Large Academic,../job_view?JobID=33501
187,187,2007,12,2007,Assistant Professor in Earth and Space Systems - JRID30705,TT,Buffalo State College,Small Academic,../job_view?JobID=30705
188,188,2008,12,2008,"Postdoc position in astrophysics/planetary science: modeling exoplanet atmospheres - BORDEAUX, FRANCE - JRID33504",Post-doctoral Positions and Fellowships,Laboratoire d'Astrophysique de Bordeaux,Foreign,../job_view?JobID=33504
189,189,2007,12,2007,Allan C. Davis Postdoctoral Fellowship - JRID30702,Rsrch,The Johns Hopkins University,Large Academic,../job_view?JobID=30702
190,190,2009,12,2009,Post-doctoral Researcher - JRID35952,Post-doctoral Positions and Fellowships,The Ohio State University,Large Academic,../job_view?JobID=35952
191,191,2009,12,2009,Postdoctoral position in computational cosmology - JRID35958,Post-doctoral Positions and Fellowships,The University of Chicago,Small Academic,../job_view?JobID=35958
192,192,2007,12,2007,Post-Doctoral Research Position in Star Formation - JRID30708,PostV,University of Michigan,Large Academic,../job_view?JobID=30708
193,193,2003,9,2003,Neutron Star and Supernova Remnant Research - JRID20628,PostV,Harvard College Observatory,Large Academic,../job_view?JobID=20628
194,194,2011,12,2011,Postdoctoral position in Supernova Remnant and Hot Interstellar Medium research   - JRID41199,Post-doctoral Positions and Fellowships,"Service d'Astrophysique, CEA Saclay",Foreign,../job_view?JobID=41199
195,195,2014,11,2014,Leiden Observatory International Education &amp; Public Outreach Officer - JRID49343,Other,Leiden Observatory,Foreign,../job_view?JobID=49343
196,196,2009,1,2008,Postdoctoral Position in Spitzer Studies of Kepler Exoplanets - JRID33852,Post-doctoral Positions and Fellowships,Harvard College Observatory and Harvard,Large Academic,../job_view?JobID=33852
197,197,2003,7,2003,Assistant Astronomer (Star &amp; Planet Formation) - JRID20331,TT,"University of Hawaii, Institute for Astr",Large Academic,../job_view?JobID=20331
198,198,2003,9,2003,Bart J. Bok Fellowship - JRID20622,PostV,University of Arizona / Steward Observat,Large Academic,../job_view?JobID=20622
199,199,2003,7,2003,Associate Professorship in Observational Astrophysics - JRID20337,Rsrch,University of Copenhagen,Large Academic,../job_view?JobID=20337
200,200,2013,7,2013,Research Associates in Observational Astronomy - JRID45148,Post-doctoral Positions and Fellowships,"Pontifica Universidad Catolica de Chile, Universidad Andres Bello and Max-Planck Institute for Astronomy",Foreign,../job_view?JobID=45148
201,201,2003,7,2003,Planetary Science - JRID20334,Rsrch,Australian National University,Large Academic,../job_view?JobID=20334
202,202,2008,3,2007,"Postdoctoral Positions in Astrophysics: Galaxy Formation, Stellar Populations, Star Formation and Extrasolar Planets - JRID31251",PostV,Universidad de Chile,Foreign,../job_view?JobID=31251
203,203,2008,3,2007,Head of Instrumentation Group - JRID31257,MngOth,European Organisation for Astronomical R,Other,../job_view?JobID=31257
204,204,2008,2,2007,Postdoc in Extragalactic Astrophysics @ Caltech - JRID31254,Post-doctoral Positions and Fellowships,CALTECH,Foreign,../job_view?JobID=31254
205,205,2014,12,2014,Research Associate or Senior Research Associate - JRID49852,Post-doctoral Positions and Fellowships,"Institute of Astronomy, Cambridge University, UK",Foreign,../job_view?JobID=49852
206,206,2010,7,2010,"Head, Department of Physics and Astronomy - JRID36918",Faculty Positions (tenure and tenure-track),Texas A&amp;M University,Large Academic,../job_view?JobID=36918
207,207,2004,8,2004,Instrumentation / Data Reduction Software - JRID22662,PostV,Astrophysikalisches Institut Potsdam,Foreign,../job_view?JobID=22662
208,208,2004,8,2004,Research Associate (Radiative Transfer Modeling) - JRID22665,PostV,University of Arizona,Large Academic,../job_view?JobID=22665
209,209,2014,12,2014,Research fellowships on planet formation - JRID49857,Post-doctoral Positions and Fellowships,University of Chile,Large Academic,../job_view?JobID=49857
210,210,2004,8,2004,JUNIOR SCIENTIFIC RESEARCHER (Pan-STARRS)-ID# 24364 - JRID22668,RsrchSp,Institute for Astronomy (IFA),Other,../job_view?JobID=22668
211,211,2013,2,2012,Postdoctoral Research Associate in Theoretical Cosmology - JRID44543,Post-doctoral Positions and Fellowships,University of Illinois at Urbana-Champaign,Large Academic,../job_view?JobID=44543
212,212,2013,2,2012,Research Associate in Astrophysics - JRID44541,Post-doctoral Positions and Fellowships,Imperial College London,Large Academic,../job_view?JobID=44541
213,213,2013,1,2012,Postdoctoral Research Position - Galaxy Evolution - Swinburne University - JRID44230,Post-doctoral Positions and Fellowships,Swinburne University of Technology,Large Academic,../job_view?JobID=44230
214,214,2013,2,2012,Postdoctoral Fellow / Research Fellow in Astrophysics   - JRID44547,Post-doctoral Positions and Fellowships,The Australian National University,Small Academic,../job_view?JobID=44547
215,215,2013,1,2012,3  postdoctoral positions in stellar physics - JRID44233,Post-doctoral Positions and Fellowships,University of Warwick,Large Academic,../job_view?JobID=44233
216,216,2005,8,2005,Scientist - JRID24831,MngOth,Jet Propulsion Laboratory,Other,../job_view?JobID=24831
217,217,2005,9,2005,Assistant Professor of Physics - JRID24834,TT,University of Central Florida,Large Academic,../job_view?JobID=24834
218,218,2005,8,2005,MIT Pappalardo Fellowships in Physics - JRID24837,PostV,MIT,Large Academic,../job_view?JobID=24837
219,219,2014,6,2014,Instructional Faculty - JRID48209,Faculty Positions (visiting and non-tenure),Penn State University,Large Academic,../job_view?JobID=48209
220,220,2008,7,2008,Operations Staff Astronomer - Advanced Spectroscopy - JRID31893,Faculty Positions (tenure and tenure-track),ESO,Other,../job_view?JobID=31893
221,221,2014,10,2014,CAASTRO Postdoctoral Researcher on Radio Transients  - JRID48854,Post-doctoral Positions and Fellowships,"The University of Sydney and the ARC Centre of Excellence for All-sky Astrophysics (""CAASTRO"")",Large Academic,../job_view?JobID=48854
222,222,2004,10,2004,"Lectureships, and an Academic Fellowship - JRID22950",TT,University of Hertfordshire,Foreign,../job_view?JobID=22950
223,223,2008,7,2008,Operations Staff Astronomer - Adaotive Optics - JRID31896,Faculty Positions (tenure and tenure-track),ESO,Other,../job_view?JobID=31896
224,224,2007,12,2007,Postdoctoral Research Position in Extragalactic Astronomy - JRID30858,PostV,Penn State,Large Academic,../job_view?JobID=30858
225,225,2007,12,2007,Director of the High Energy Astrophysics Science Archive Research Center (HEASARC) - JRID30855,MngOth,NASA/Goddard Space Flight Center,Foreign,../job_view?JobID=30855
226,226,2013,11,2013,Postdoctoral Positions and PhD Positions in First Star Formation Studies - JRID46383,Post-doctoral Positions and Fellowships,"Heidelberg University, Center for Astronomy",Large Academic,../job_view?JobID=46383
227,227,2007,12,2007,Tenure Track Position in Observational Astronomy - JRID30852,TT,The University of Georgia,Large Academic,../job_view?JobID=30852
228,228,2007,9,2007,Postdoctoral Position in Space-Based Studies of Exoplanets - JRID29568,PostV,Harvard College Observatory and Harvard,Large Academic,../job_view?JobID=29568
229,229,2013,11,2013,Canada Research Chair (Tier 2) in Theoretical Particle Physics/Cosmology - JRID46213,Faculty Positions (tenure and tenure-track),York University,Large Academic,../job_view?JobID=46213
230,230,2005,1,2004,Postdoctoral Fellowship in Computational Astrophysics of Star Formation - JRID23826,PostV,"University of California, Berkeley",Large Academic,../job_view?JobID=23826
231,231,2010,5,2009,Term Assistant Professor of Physics and Astronomy - JRID36702,Other,University of Alaska Anchorage,Small Academic,../job_view?JobID=36702
232,232,2010,5,2009,"3 PhD Scholarships in Astronomy and Astrophysics (subject areas: Exoplanets, Galactic research, General) - JRID36705",Pre-doctoral/Graduate Positions,Lund Observatory (Sweden),Foreign,../job_view?JobID=36705
233,233,2005,1,2004,"Tenure-Track Assistant Professor---Experimentalist, Kavli Institute for Particle Astrophysics and Cosmology - JRID23823",TT,"Stanford University, Kavli Institute for",Large Academic,../job_view?JobID=23823
234,234,2005,1,2004,"Assistat Professor --Theorist, Kavli Institute for Particle Astrophysics and Cosmology - JRID23820",TT,"Stanford University, Kavli Institute of",Large Academic,../job_view?JobID=23820
235,235,2010,5,2009,Postdoctoral Position and PhD Position  in Extragalactic Astrophysics - JRID36708,Post-doctoral Positions and Fellowships,University of Innsbruck,Large Academic,../job_view?JobID=36708
236,236,2005,1,2004,Reader/Professor of Astrophysics - JRID23829,MngOth,"Astrophysics Research Institute, Liverpo",Foreign,../job_view?JobID=23829
237,237,2008,10,2008,Postdoctoral Scholar for Theoretical &amp; Computational Studies of the Astrophysics of AGN Feedback - JRID32631,Post-doctoral Positions and Fellowships,"Dept. of Astronomy &amp; Astrophysics, Unive",Large Academic,../job_view?JobID=32631
238,238,2011,3,2010,Postdoctoral Research Associate - JRID39189,Post-doctoral Positions and Fellowships,National Solar Observatory,Other,../job_view?JobID=39189
239,239,2008,10,2008,Kavli Institute Fellowship in Cosmology - JRID32634,Post-doctoral Positions and Fellowships,"Kavli Institute for Cosmology, Universit",Foreign,../job_view?JobID=32634
240,240,2008,10,2008,Postdoctoral Fellowships in stellar astrophysics and galactic archeology at the Max Planck Institute for Astrophysics - JRID32637,Post-doctoral Positions and Fellowships,Max-Planck-Institut fuer Astrophysik,Foreign,../job_view?JobID=32637
241,241,2012,1,2011,University of Chile postdoc in ALMA Science - JRID41513,Post-doctoral Positions and Fellowships,Universidad de Chile,Large Academic,../job_view?JobID=41513
242,242,2008,10,2008,NAASC Postdoctoral Fellow - CASA - JRID32757,Post-doctoral Positions and Fellowships,National Radio Astronomy Observatory (NR,Research Laboratory,../job_view?JobID=32757
243,243,2008,10,2008,Faculty Positions in Cosmology - JRID32754,Faculty Positions (tenure and tenure-track),University of Waterloo &amp; Perimeter Insti,Large Academic,../job_view?JobID=32754
244,244,2012,1,2011,Assistant Engineer - JRID41510,Science Engineering,California Institute of Technology,Large Academic,../job_view?JobID=41510
245,245,2008,10,2008,Tenure Track Astronomer - JRID32751,Scientific/Technical Staff,National Radio Astronomy Observatory (NR,Research Laboratory,../job_view?JobID=32751
246,246,2015,10,2015,Software Engineer Data Processing Specialist  - JRID51902,Science Engineering,USRA,Other,../job_view?JobID=51902
247,247,2015,10,2015,Two Tenure-track Assistant Professor positions - JRID51905,Faculty Positions (tenure and tenure-track),University of Colorado Boulder,Large Academic,../job_view?JobID=51905
248,248,2006,10,2006,Postdoctoral Positions: Multi-wavelength Studies of High-Redshift Galaxies and QSOs (Reference No. 06-17) - JRID27567,PostV,Max-Planck Institute for Astronomy,Foreign,../job_view?JobID=27567
249,249,2004,4,2003,RESIDENT ASTRONOMER - JRID22086,RsrchSp,"INSTITUTO DE ASTRONOMIA, OBSERVATORIO AS",Large Academic,../job_view?JobID=22086
250,250,2006,10,2006,Post doctoral position - JRID27564,PostV,Ecole Polytechnique F,Large Academic,../job_view?JobID=27564
251,251,2004,4,2003,"Senior Research Scientists, Research Scientists, and/or Postdoctoral Research Associates - JRID22083",Rsrch,Stony Brook University-Dept. of Physics,Large Academic,../job_view?JobID=22083
252,252,2006,10,2006,PDRAs and Schroedinger Fellowships in Theoretical and Computational Astrophysics and Cosmology - JRID27561,PostV,"Institute for Theoretical Physics, Unive",Large Academic,../job_view?JobID=27561
253,253,2004,4,2003,Research Associate - JRID22080,Rsrch,Penn State,Large Academic,../job_view?JobID=22080
254,254,2004,4,2003,Staff Scientist - JRID22089,Rsrch,California Institute of Technology,Small Academic,../job_view?JobID=22089
255,255,2006,6,2006,Postdoctoral Researcher in Star Formation - JRID26742,Rsrch,University of Exeter,Large Academic,../job_view?JobID=26742
256,256,2013,1,2012,PhD programme at the Laboratoire d'Astrophysique de Marseille - JRID44224,Pre-doctoral/Graduate Positions,Laboratoire d'Astrophysique de Marseille,Foreign,../job_view?JobID=44224
