,i,year,month,acyear,title,category,inst,instclass,url,country
1827,1827,2016,10,2016,"Postdoctoral Positions in Observation, Theory, or Instrumentation",Post-doctoral Positions and Fellowships,Academia Sinica Institute of Astronomy and Astrophysics,Large Academic,/ad/b9a2d05f,China
1828,1828,2017,10,2017,Faculty Position in Observational Astronomy,Faculty Positions (tenure and tenure-track),University of Kentucky,Large Academic,/ad/7978ee44,United States of America
1829,1829,2017,5,2016,"RESEARCH SCIENTIST - PLANETARY PHYSICS -BOULDER, COLORADO, 15-01225",Scientific/Technical Staff,Southwest Research Institute,Research Laboratory,/ad/47daf213,United States of America
1830,1830,2017,9,2017,Clay Postdoctoral Fellowship 2017,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Other,/ad/417f1d52,United States of America
1831,1831,2019,3,2018,HEASARC Big Data Scientist,Scientific/Technical Staff,NASA Goddard Space Flight Center,Government Agency,/ad/7a2b9ed4,United States of America
1832,1832,2017,5,2016,IT Specialist,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/3f40cde6,United States of America
1833,1833,2017,12,2017,"Postdoctoral fellowship in Star- and Planet Formation, Astrochemistry",Post-doctoral Positions and Fellowships,Max-Planck-Institute for Extraterrestrial Physics,Foreign,/ad/c1f79c99,Germany
1834,1834,2018,1,2017,Small Aphelion Postdoctoral Researcher - ID# 18008,Post-doctoral Positions and Fellowships,Research Corporation of the University of Hawaii,Large Academic,/ad/76861dc3,United States of America
1835,1835,2018,9,2018,IMPS Postdoctoral Scholar,Post-doctoral Positions and Fellowships,University of California at Santa Cruz,Large Academic,/ad/522d5e8b,United States of America
1836,1836,2016,6,2016," 	 PhD Opportunities in Astronomy/Astrophysics at the Kapteyn Astronomical Institute",Pre-doctoral/Graduate Positions,"Kapteyn Astronomical Institute, University of Groningen",Foreign,/ad/cc42d565,Netherlands
1837,1837,2019,4,2018,Database Software Developer 1,Science Engineering,Max Planck Institute for Solar System Research,Foreign,/ad/cff4ef05,Germany
1838,1838,2016,12,2016,Research Associate in Exoplanetary Science,Post-doctoral Positions and Fellowships,UNSW Australia,Large Academic,/ad/0735b1c1,Australia
1839,1839,2016,8,2016,Post-Doctoral Research Position Announcement: EACOA Fellowship 2017,Post-doctoral Positions and Fellowships,East Asian Core Observatories Association (EACOA),Other,/ad/64e1bdad,"East Asia, multiple sites"
1840,1840,2017,1,2016,INSTRUMENT SOFTWARE ENGINEER â€“ ID# 16616,Science Engineering,RCUH,Other,/ad/22db90ea,United States of America
1841,1841,2018,12,2018,Postdoctoral Assistant Astronomy Unit Queen Mary University of London,Post-doctoral Positions and Fellowships,Queen Mary University of London,Large Academic,/ad/fa4517c8,United Kingdom of Great Britain and Northern Ireland
1842,1842,2018,10,2018,NAOJ Postdoctoral Research Fellow (ALMA and ASTE),Post-doctoral Positions and Fellowships,National Astronomical Observatory of Japan,Foreign,/ad/416fec55,Japan
1843,1843,2017,10,2017,Two Postdoctoral Positions (Theoretical/Computational &amp; Observational) in Galaxy Formation &amp; Cosmology at UC Davis,Post-doctoral Positions and Fellowships,"University of California, Davis",Large Academic,/ad/10846d98,United States of America
1844,1844,2017,2,2016,Postdoc in MHD Simulations of Star-Disk Interaction,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/221aae87,United Kingdom of Great Britain and Northern Ireland
1845,1845,2017,12,2017,PDRA in massive star populations and the host environments of supernovae,Post-doctoral Positions and Fellowships,The University of Sheffield,Large Academic,/ad/25be982e,United Kingdom of Great Britain and Northern Ireland
1846,1846,2017,11,2017,"Director, Center for Data Science",Faculty Positions (tenure and tenure-track),New York University,Large Academic,/ad/cb634d0e,United States of America
1847,1847,2017,10,2017,Postdoctoral Fellowship in Pulsar Astrophysics,Post-doctoral Positions and Fellowships,CSIRO,Government Agency,/ad/859cef96,Australia
1848,1848,2016,10,2016,Archive Scientist,Other,Space Telescope Science Institute,Other,/ad/a89fd169,United States of America
1849,1849,2018,8,2018,X-ray astronomy at XMM-Newton SSC,Post-doctoral Positions and Fellowships,CEA Saclay,Research Laboratory,/ad/dabf58eb,France
1850,1850,2018,10,2018,"Research Fellow (PDRA)	",Post-doctoral Positions and Fellowships,University of Surrey,Large Academic,/ad/51b052fc,United Kingdom of Great Britain and Northern Ireland
1851,1851,2016,6,2016,Senior Data Scientist in Astrophysics,Faculty Positions (tenure and tenure-track),CSIRO,Foreign,/ad/139a0c66,Australia
1852,1852,2016,9,2016,"Postdoctoral Fellow, Laboratory Astrophysics Group",Post-doctoral Positions and Fellowships,Harvard-Smithsonian Center for Astrophysics,Other,/ad/a16596e4,United States of America
1853,1853,2016,10,2016,James Webb Space Telescope Postdoctoral Fellowships at NASAâ€™s Goddard Space Flight Center,Post-doctoral Positions and Fellowships,NASA's Goddard Space Flight Center,Government Agency,/ad/69015f10,United States of America
1854,1854,2019,1,2018,Postdoctoral Research Position in Gamma-Ray Astrophysics,Post-doctoral Positions and Fellowships,Clemson University,Large Academic,/ad/81cf9def,United States of America
1855,1855,2016,10,2016,Research Fellows in Observational Astrophysics,Post-doctoral Positions and Fellowships,University of Southampton,Large Academic,/ad/a014912e,United Kingdom of Great Britain and Northern Ireland
1856,1856,2019,1,2018,Support Scientists or Postdoctoral Fellow Positions in the Greenland Telescope (GLT) Project,Other,ASIAA,Government Agency,/ad/c5f9caef,Taiwan
1857,1857,2018,10,2018,Research Associate,Post-doctoral Positions and Fellowships,Cornell University,Large Academic,/ad/c0b9c8ea,United States of America
1858,1858,2017,11,2017,Interstellar Medium Postdoctoral Researcher,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/e7709424,United States of America
1859,1859,2017,7,2017,5-yr Vice-Chancellor Research Fellowship in Exoplanet Research,Post-doctoral Positions and Fellowships,University of Hertfordshire,Other,/ad/9c5194e1,United Kingdom of Great Britain and Northern Ireland
1860,1860,2018,3,2017,One Postdoctoral Contract SO Solar Physics 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/be0eb537,Spain
1861,1861,2018,8,2018,"Scientific Director, Weizmann Observatory for Astrophysics and Planetary Science",Science Management,Weizmann Institute of Science,Research Laboratory,/ad/f99cb61d,Israel
1862,1862,2017,7,2017,Head of the Operations Development Division,Science Management,European Space Agency,Foreign,/ad/a2619824,Spain
1863,1863,2017,10,2017,Postdoctoral Scholar in Extragalactic Astronomy,Post-doctoral Positions and Fellowships,UCLA,Large Academic,/ad/7107311b,United States of America
1864,1864,2017,12,2017,"ERC-funded postdoc position in star formation at Konkoly Observatory, Budapest",Post-doctoral Positions and Fellowships,"MTA CSFK, Csatkai Endre u. 6-8, 9400 Sopron, Hungary",Foreign,/ad/829a5b93,Hungary
1865,1865,2018,11,2018,Lecturer in Astronomy and Physics,Faculty Positions (visiting and non-tenure),University of Vermont,Planetarium,/ad/769a46eb,United States of America
1866,1866,2019,1,2018,Professor and Director of the Institute for Computational Cosmology,Faculty Positions (tenure and tenure-track),Durham University,Foreign,/ad/aa3c3c27,United Kingdom of Great Britain and Northern Ireland
1867,1867,2019,1,2018,Postdoctoral position in computational astrophysics,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/ef4108a5,United Kingdom of Great Britain and Northern Ireland
1868,1868,2017,2,2016,Postdoctoral position in High-Energy Astrophysics  ,Post-doctoral Positions and Fellowships,"Physics and Astronomy Department, Purdue University",Large Academic,/ad/d8d511d8,United States of America
1869,1869,2018,5,2017,Research Officer (3 Year Contract) ,Science Engineering,University of Cape Town,Research Laboratory,/ad/ab07c85f,South Africa
1870,1870,2016,10,2016,"Research Associate in Theoretical Astrophysics: Exoplanets, Disks and Compact Objects Cornell University",Post-doctoral Positions and Fellowships,Cornell University,Large Academic,/ad/e4c494b8,United States of America
1871,1871,2016,12,2016,Postdoctoral,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/810216aa,United States of America
1872,1872,2017,12,2017,Postdoctoral Associate,Post-doctoral Positions and Fellowships,Massachusetts Institute of Technology,Research Laboratory,/ad/77eac19b,United States of America
1873,1873,2016,10,2016,Faculty Position in Observational Astronomy with a focus on relativistic objects,Faculty Positions (tenure and tenure-track),Montana State University,Large Academic,/ad/8f569ade,United States of America
1874,1874,2019,5,2018,Rosalind Franklin Tenure Track Professorship,Faculty Positions (tenure and tenure-track),University of Groningen,Large Academic,/ad/2e3e7426,Netherlands
1875,1875,2018,12,2018,ALMA Regional Centre Astronomer,Other,European Southern Observatory,Other,/ad/610302b5,Germany
1876,1876,2018,5,2017,Postdoc in EM counterpart search of GWs at Penn State,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/35d280a6,United States of America
1877,1877,2016,8,2016,"Astronomical Postdoc, the Keck Planet Finder Spectrograph ",Post-doctoral Positions and Fellowships,"The Space Sciences Laboratory, University of California at Berkeley",Large Academic,/ad/68ade105,United States of America
1878,1878,2016,7,2016,Research Positions in Korea Astronomy and Space Science Institute(KASI),Faculty Positions (tenure and tenure-track),Korea Astronomy and Space Science Institute(KASI),Foreign,/ad/b0de17db,South Korea
1879,1879,2018,7,2018,Research Support Specialist II,Science Engineering,Cornell University,Large Academic,/ad/a2d11515,United States of America
1880,1880,2018,11,2018,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,University of Washington,Large Academic,/ad/5dbccbe9,United States of America
1881,1881,2017,10,2017,Postdoctoral Researcher Position in Computational High-Energy Astrophysics at Nordita,Post-doctoral Positions and Fellowships,"Nordita, the Nordic Institute for Theoretical Physics",Small Academic,/ad/1b8d9e63,Sweden
1882,1882,2017,8,2017,Two post-doctoral positions on the kinematics of stars in dwarf galaxies and of hypervelocity stars in the Milky Way at the University of Torino,Post-doctoral Positions and Fellowships,University of Torino,Large Academic,/ad/e049def4,Italy
1883,1883,2017,12,2017,MPC Fellowship Program Opportunity,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,/ad/f03e56d9,United States of America
1884,1884,2019,3,2018,Postdoctoral Research Fellow Position in Extra-galactic Astronomy and Cosmology,Post-doctoral Positions and Fellowships,Korea Institute for Advanced Study,Other,/ad/904a7b4e,Korea (Republic of)
1885,1885,2017,12,2017,Archive Scientist,Scientific/Technical Staff,Space Telescope Science Institute,Other,/ad/4e82ec91,United States of America
1886,1886,2017,10,2017,"Assistant Professor, Theoretical Particle Physics &amp; Cosmology",Faculty Positions (tenure and tenure-track),"University of California, Santa Cruz (UCSC)",Large Academic,/ad/9ff6e69c,United States of America
1887,1887,2018,4,2017,Software Engineer (Arizona Radio Observatory),Science Engineering,University of Arizona,Large Academic,/ad/01a2a07f,United States of America
1888,1888,2017,12,2017,Postdoctoral Fellow in Supernova,Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/79c2330f,Sweden
1889,1889,2018,10,2018,Davis Postdoctoral Fellowship in Astrophysics,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,/ad/20069ee7,United States of America
1890,1890,2018,9,2018,Post-doctoral position on Dust Evolution in Planet-Forming Disks,Post-doctoral Positions and Fellowships,"Observatoire de Lyon, France",Research Laboratory,/ad/75a67b4a,France
1891,1891,2016,9,2016,Kavli Institute Fellow ,Post-doctoral Positions and Fellowships,"Institute of Astronomy, University of Cambridge, UK",Foreign,/ad/9e010549,United Kingdom of Great Britain and Northern Ireland
1892,1892,2019,4,2018,Postdoc or Engineer in Optics,Scientific/Technical Staff,Leibniz-Institute for Solar Physics,Other,/ad/e3a730ac,Germany
1893,1893,2017,11,2017,Postdoctoral Fellows - Harvard Origins of Life Initiative,Post-doctoral Positions and Fellowships,Harvard-Smithsonian Center for Astrophysics (CfA),Large Academic,/ad/c3aafd92,United States of America
1894,1894,2019,1,2018,PhD position in numerical studies of protostellar disks ,Pre-doctoral/Graduate Positions,University of Vienna,Large Academic,/ad/68ef3db1,Austria
1895,1895,2018,2,2017,Instrument Operator (719-500),Science Engineering,Universities Space Research Association,Other,/ad/0379fb7a,United States of America
1896,1896,2018,11,2018,Postdoc Position in Cluster Gravitational Lensing,Post-doctoral Positions and Fellowships,Max-Planck-Institut fÃ_r extraterrestrische Physik,Foreign,/ad/0deee619,Germany
1897,1897,2016,9,2016,Astronomer,Scientific/Technical Staff,Space Telescope Science Institute,Other,/ad/a23698da,United States of America
1898,1898,2018,12,2018,Staff Scientist,Scientific/Technical Staff,AURA/NOAO,Other,/ad/792b7994,United States of America
1899,1899,2018,6,2018,Software Engineer,Science Engineering,Large Binocular Telescope Observatory,Other,/ad/f523cae3,United States of America
1900,1900,2017,12,2017,CMB Instrumentation Faculty Positions at University of Science and Technology of China,Faculty Positions (tenure and tenure-track),University of Science and Technology of China,Foreign,/ad/dc8db7d1,China
1901,1901,2016,10,2016,KASI-Arizona Joint Postdoctoral Fellowship for Advanced Study in Astronomy and Astrophysics,Post-doctoral Positions and Fellowships,University of Arizona/Steward Observatory,Other,/ad/c2fc1f3a,United States of America
1902,1902,2016,11,2016,Telescope System Engineer at Dunn Solar Telescope,Science Engineering,New Mexico State University,Large Academic,/ad/e39ca928,United States of America
1903,1903,2016,12,2016,Post-doctoral Position in Observational Cosmology,Post-doctoral Positions and Fellowships,EPFL Laboratoire d'Astrophysique,Large Academic,/ad/ad5f9561,Switzerland
1904,1904,2018,5,2017,System Astronomer,Science Engineering,National Radio Astronomy Observatory,Other,/ad/47a00ff8,United States of America
1905,1905,2018,10,2018,Postdoctoral Position in Radio Transients,Post-doctoral Positions and Fellowships,University of Wisconsin-Milwaukee,Large Academic,/ad/f09c922e,United States of America
1906,1906,2018,10,2018,"Flatiron Research Fellow, Center for Computational Astrophysics",Post-doctoral Positions and Fellowships,"Simons Foundation, Flatiron Institute",Other,/ad/45b652f7,United States of America
1907,1907,2018,11,2018,Postdoctoral position in exoplanet research,Post-doctoral Positions and Fellowships,Leibniz Institute for Astrophysics Potsdam (AIP),Other,/ad/7421d91e,Germany
1908,1908,2017,1,2016,Postdoctoral Researcher in Extragalactic Astronomy ,Post-doctoral Positions and Fellowships,"Stockholm University, Department of Astronomy",Large Academic,/ad/a0049698,Sweden
1909,1909,2017,9,2017,Postdoctoral Research Positions in the Harvard Institute for Theory and Computation (ITC) ,Post-doctoral Positions and Fellowships,Harvard Institute of Theory and Computation,Large Academic,/ad/97f82558,United States of America
1910,1910,2016,10,2016,Instrument Program Manager,Other,W. M. Keck Observatory,Other,/ad/3815ae1c,United States of America
1911,1911,2016,9,2016,Sagan Postdoctoral Fellowship Program,Post-doctoral Positions and Fellowships,NASA Exoplanet Science Institute/California Institute of Technology,Other,/ad/596737d9,United States of America
1912,1912,2016,6,2016,Post-doctoral positions in protoplanetary discs and planet formation,Post-doctoral Positions and Fellowships,University of Leicester,Large Academic,/ad/03153d15,United Kingdom of Great Britain and Northern Ireland
1913,1913,2018,11,2018,Data Science Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Vanderbilt University,Large Academic,/ad/b0449417,United States of America
1914,1914,2016,10,2016,Research Assistant Professor in Solar/Stellar Data Analysis - Georgia State University,Faculty Positions (visiting and non-tenure),Georgia State University,Large Academic,/ad/d55fa38d,United States of America
1915,1915,2018,10,2018,Chalmers Cosmic Origins Fellowships,Post-doctoral Positions and Fellowships,Chalmers University of Technology,Large Academic,/ad/8c68af4e,Sweden
1916,1916,2019,2,2018,Research Fellowship in radioastronomical follow-up of gravitational wave sources,Post-doctoral Positions and Fellowships,University of Hamburg,Large Academic,/ad/d2bc6907,Germany
1917,1917,2016,10,2016,Postdoctoral Research Associate in the Characterization of Exoplanetary Systems ,Post-doctoral Positions and Fellowships,Arizona State University,Large Academic,/ad/33e74fc7,United States of America
1918,1918,2018,11,2018,Astronomy Teaching Post-Doc,Post-doctoral Positions and Fellowships,Swarthmore College,Small Academic,/ad/4f5a73ab,United States of America
1919,1919,2017,11,2017,AITC Technical Program Manager ,Faculty Positions (visiting and non-tenure),Federal Government of Australia,Government Agency,/ad/ba122cf2,Australia
1920,1920,2018,7,2018,Astronomer,Scientific/Technical Staff,U.S. Naval Observatory,Government Agency,/ad/e97d7ecf,United States of America
1921,1921,2018,1,2017,One postdoctoral Contract Radioforegrounds 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/8d3f622d,Spain
1922,1922,2018,5,2017,"Regular, Limited-Term Instructor or Assistant Professor",Faculty Positions (visiting and non-tenure),Georgia Southern University,Large Academic,/ad/01754759,United States of America
1923,1923,2018,11,2018,Postdoctoral Research Fellow in Cosmology with DES,Post-doctoral Positions and Fellowships,The University of Queensland,Large Academic,/ad/8e25010d,Australia
1924,1924,2018,11,2018,Tenure Track Faculty-Science and Engineering,Faculty Positions (tenure and tenure-track),Wayne State University,Large Academic,/ad/54012ad4,United States of America
1925,1925,2018,7,2018,51 Pegasi b Postdoctoral Fellowship in Planetary Astronomy,Post-doctoral Positions and Fellowships,Heising-Simons Foundation,Large Academic,/ad/6bd03c01,United States of America
1926,1926,2016,9,2016,Burke Fellows in Theoretical Physics and Astrophysics,Post-doctoral Positions and Fellowships,CALTECH,Large Academic,/ad/1eb1fc6d,United States of America
1927,1927,2017,2,2016,Naval Precision Optical Interferometer (NPOI) Observer Technician I,Other,Lowell Observatory,Other,/ad/d19d102d,United States of America
1928,1928,2018,1,2017,Faculty position in Astronomy and Astrophysics at Universidad de La Serena,Faculty Positions (tenure and tenure-track),Universidad de La Serena,Small Academic,/ad/966d6596,Chile
1929,1929,2016,11,2016,University of Utah - Astronomy Post-doctoral Positions and Fellowships,Post-doctoral Positions and Fellowships,University of Utah;  Department of Physics and Astronomy,Large Academic,/ad/3ed3c89a,United States of America
1930,1930,2018,11,2018,PhD Positions at the Kapteyn Institute Groningen,Pre-doctoral/Graduate Positions,"Kapteyn Astronomical Institute, University of Groningen",Large Academic,/ad/4846aba1,Netherlands
1931,1931,2018,11,2018,Postdoctoral research associates at Tsinghua Center for Astrophysics,Post-doctoral Positions and Fellowships,"Tsinghua Center for Astrophysics, Department of Physics, Tsinghua University",Large Academic,/ad/82f31214,China
1932,1932,2018,4,2017,PhD Studentship to work in the area of Star and Planet Formation,Pre-doctoral/Graduate Positions,Dublin Institute for Advanced Studies,Small Academic,/ad/bb4a235c,Ireland
1933,1933,2017,9,2017, William and Caroline Herschel Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,McMaster University,Large Academic,/ad/1e2a9764,Canada
1934,1934,2017,8,2017,Chamberlain Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/7daaff9a,United States of America
1935,1935,2019,3,2018,Gravitational Wave Data Science Support Leader,Scientific/Technical Staff,Swinburne University of Technology,Foreign,/ad/2fbbcb9d,Australia
1936,1936,2016,9,2016,KICP Postdoctoral Research Fellow 2016-2017,Post-doctoral Positions and Fellowships,"The University of Chicago, Kavli Institute for Cosmological Physics",Large Academic,/ad/085440b3,United States of America
1937,1937,2017,1,2016,Lecturer - joint position UCT/SAAO,Faculty Positions (tenure and tenure-track),University of Cape Town / South African Astronomical Observatory,Large Academic,/ad/e4338980,South Africa
1938,1938,2017,9,2017,Assistant Professor of Instruction,Faculty Positions (visiting and non-tenure),Northwestern University,Large Academic,/ad/b271c48d,United States of America
1939,1939,2019,3,2018,Opto-mechanical Technician,Scientific/Technical Staff,University of TX - McDonald Obsv,Large Academic,/ad/0b287be2,United States of America
1940,1940,2018,9,2018,Postdoctoral Researcher in Astrophysics,Post-doctoral Positions and Fellowships,Texas Tech University,Large Academic,/ad/bbd65b93,United States of America
1941,1941,2016,10,2016,Postdoctoral and PhD Positions in Solar/Stellar Physics (SOLVe project)  ,Post-doctoral Positions and Fellowships,Max Planck Institute for Solar System Research,Large Academic,/ad/90e5ef25,Germany
1942,1942,2017,12,2017,GSFC Post Doc in Gamma Ray Burst Research with BurstCube,Post-doctoral Positions and Fellowships,"University of Maryland, Baltimore County",Large Academic,/ad/79cb1e68,United States of America
1943,1943,2017,12,2017,Postdoctoral Research Assistant in Receiver Development for SKA,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/e04a710d,United Kingdom of Great Britain and Northern Ireland
1944,1944,2016,8,2016,"PhD position in Extragalactic Astronomy, Galaxies and Cosmology Department, Max Planck Institute for Astronomy, Heidelberg (Ref. 16-06)",Pre-doctoral/Graduate Positions,Max Planck Institute for Astronomy,Large Academic,/ad/402cf0c6,Germany
1945,1945,2018,9,2018,Tenure-Track Faculty Position in Astronomy/Astrophysics,Faculty Positions (tenure and tenure-track),The College of New Jersey,Small Academic,/ad/11546c65,United States of America
1946,1946,2019,2,2018,Staff Scientist,Scientific/Technical Staff,AURA/NOAO,Other,/ad/c5e36bd2,United States of America
1947,1947,2016,10,2016,"	 Postdoctoral Research Associate in Galaxy Formation (theory)",Post-doctoral Positions and Fellowships,"Leiden Observatory, Leiden University",Foreign,/ad/7ea86f2a,Netherlands
1948,1948,2016,10,2016,PhD in neutrino physics/astrophysics/geophysics (theory),Pre-doctoral/Graduate Positions,DESY Zeuthen,Research Laboratory,/ad/68df4511,Germany
1949,1949,2017,3,2016,Postdoctoral Research Associate in Instrumentation,Post-doctoral Positions and Fellowships,The Ohio State University,Large Academic,/ad/4120e701,United States of America
1950,1950,2016,10,2016,"IT Specialist (Applications Software) Trust Fund (Non-Federal), Indefinite",Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Other,/ad/587d2915,United States of America
1951,1951,2018,10,2018,Research Associate,Post-doctoral Positions and Fellowships,Michigan State University,Large Academic,/ad/bafb1580,United States of America
1952,1952,2016,10,2016," Faculty Position in Astronomy â€“ National Central University, Taiwan",Faculty Positions (tenure and tenure-track),"The Graduate Institute of Astronomy,",Foreign,/ad/396f645b,Taiwan
1953,1953,2018,11,2018,Postdoctoral positions in planet formation,Post-doctoral Positions and Fellowships,LMU Munich,Large Academic,/ad/f13ae2f9,Germany
1954,1954,2017,8,2017,"Postdoctoral Position for High Energy Astrophysics at AGU, Japan",Post-doctoral Positions and Fellowships,Aoyama Gakuin University,Large Academic,/ad/75357efe,Japan
1955,1955,2017,1,2016,Postdoctoral Research Associate in Theoretical Cosmology,Post-doctoral Positions and Fellowships,University of Manchester,Large Academic,/ad/c6ae79ea,United Kingdom of Great Britain and Northern Ireland
1956,1956,2017,8,2017,One Postdoctoral Software Contract ERC Advanced Grant Polmag,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/b088cffa,Spain
1957,1957,2017,9,2017,CfA Postdoctoral Fellowship 2018,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Other,/ad/1917f73a,United States of America
1958,1958,2016,12,2016,"Dear Colleague Letter â€“Division Director, Division of Astronomical Sciences (AST)",Scientific/Technical Staff,National Science Foundation,Government Agency,/ad/dfeab76e,United States of America
1959,1959,2019,1,2018,Lecturer/Senior Lecturer in Astronomy and Astrophysics,Faculty Positions (tenure and tenure-track),University of Canterbury,Large Academic,/ad/ee570d02,New Zealand
1960,1960,2017,12,2017,Postdoctoral Positions in Galactic Radio and (Sub)millimeter Astronomy,Post-doctoral Positions and Fellowships,Max-Planck-Institut fuer Radioastronomie,Other,/ad/bf7daf38,Germany
1961,1961,2017,7,2017,"PhD Position in Computational Astrophysics (Stellar Dynamics, Star Clusters and Related Topics)",Pre-doctoral/Graduate Positions,Nicolaus Copernicus Astronomical Center,Foreign,/ad/5c872cc9,Poland
1962,1962,2019,2,2018,"Postdoctoral Fellow, Exoplanet Research",Post-doctoral Positions and Fellowships,Johns Hopkins University Applied Physics Laboratory,Research Laboratory,/ad/cefd59fd,United States of America
1963,1963,2018,7,2018,One Postdoctoral Contract Starbursts VI 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/1bc0c16a,Spain
1964,1964,2019,3,2018,Two Assistant Professors at Universidad de Atacama,Faculty Positions (tenure and tenure-track),Universidad de Atacama,Large Academic,/ad/1988f0bb,Chile
1965,1965,2017,12,2017,Research Associate,Post-doctoral Positions and Fellowships,University of Bristol,Large Academic,/ad/750100fb,United Kingdom of Great Britain and Northern Ireland
1966,1966,2018,1,2017,PhD program at Laboratoire d'Astrophysique de Marseille,Pre-doctoral/Graduate Positions,Laboratoire d'Astrophysique de Marseille,Research Laboratory,/ad/58d3ba94,France
1967,1967,2017,9,2017,Science Fellows,Post-doctoral Positions and Fellowships,Gemini Observatory,Other,/ad/25d56c01,United States of America
1968,1968,2018,1,2017,Post Doctoral Research Associate (Ice Aggregation Studies),Post-doctoral Positions and Fellowships,The Open University,Large Academic,/ad/ab5fe09a,United Kingdom of Great Britain and Northern Ireland
1969,1969,2018,7,2018,Postdoctoral Scholar,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,/ad/bed9df77,United States of America
1970,1970,2017,5,2016,Postdoctoral position in the field of high-energy astrophysics,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center,Research Laboratory,/ad/fdab23b5,Poland
1971,1971,2016,12,2016,Postdoctoral Scholar,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,/ad/0b472717,United States of America
1972,1972,2017,4,2016,PhD position in computational astrophysics,Pre-doctoral/Graduate Positions,University of Hamburg,Large Academic,/ad/259a341e,Germany
1973,1973,2017,12,2017,Virginia Cosmic Origins Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,University of Virginia,Large Academic,/ad/c0b0a45b,United States of America
1974,1974,2017,10,2017,Postdoctoral position in observational cosmology,Post-doctoral Positions and Fellowships,IRFU/CEA - UniversitÃ© Paris-Saclay,Research Laboratory,/ad/c8604649,France
1975,1975,2016,10,2016,Postdoctoral research associates in astrophysics,Post-doctoral Positions and Fellowships,"Tsinghua Center for Astrophysics, Department of Physics, Tsinghua University",Large Academic,/ad/3ede6231,China
1976,1976,2018,7,2018,Postdoctoral Research Scholar,Post-doctoral Positions and Fellowships,University of Iowa,Large Academic,/ad/d154837a,United States of America
1977,1977,2017,10,2017, Post-Doctoral Fellowships in Galaxy Formation and Theoretical Cosmology,Post-doctoral Positions and Fellowships,University of Edinburgh,Large Academic,/ad/58ebf0fb,United Kingdom of Great Britain and Northern Ireland
1978,1978,2016,10,2016,Postdoctoral position in star- and planet formation with JWST-MIRI,Post-doctoral Positions and Fellowships,"Leiden Observatory, Leiden University",Foreign,/ad/2922c0e8,Netherlands
1979,1979,2018,9,2018,Quantitative Researcher,Other,Chicago Trading Company,Industry,/ad/1d817d44,United States of America
1980,1980,2018,5,2017,Research Fellow in Relativistic Astrophysics,Post-doctoral Positions and Fellowships,University of Southampton,Large Academic,/ad/08f755e9,United Kingdom of Great Britain and Northern Ireland
1981,1981,2018,1,2017,Gemini Education and Public Outreach Assistant,Scientific/Technical Staff,AURA/GEMINI,Other,/ad/c17993fb,United States of America
1982,1982,2017,10,2017,"3 postdoc positions in cometary science at Max-Planck Institue for Solar System Research, Germany",Post-doctoral Positions and Fellowships,Max-Planck Institute for Solar System Research,Research Laboratory,/ad/977a0860,Germany
1983,1983,2018,8,2018,51 Pegasi b Fellows in Planetary Astronomy,Post-doctoral Positions and Fellowships,Berkeley,Large Academic,/ad/c617d693,United States of America
1984,1984,2017,7,2017,"Associate Professor for Subaru Telescope, National Astronomical Observatory of Japan (NAOJ)",Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/543b1472,United States of America
1985,1985,2018,10,2018,Post doctoral position in large-scale structure (theory),Post-doctoral Positions and Fellowships,Institut d'Astrophysique de Paris / CNRS,Large Academic,/ad/b215dfb1,France
