,i,year,month,acyear,title,category,inst,instclass,url,country
2315,2315,2019,6,2019,Optical Interferometry Postdoctoral Positions at the US Naval Research Laboratory,Post-doctoral Positions and Fellowships,US Naval Research Laboratory,Research Laboratory,/ad/99018a55,United States of America
2316,2316,2022,8,2022,Postdoc in Theoretical/Computational Astrophysics,Post-doctoral Positions and Fellowships,University of Cologne,Large Academic,/ad/9fb99a43,Germany
2317,2317,2022,6,2022,Postdoctoral position in compact objects,Post-doctoral Positions and Fellowships,Texas Tech University,Large Academic,/ad/dbb94c75,United States of America
2318,2318,2021,11,2021,Post-doctoral fellowship for one year on Integrated light of globular clusters,Other,Universidade de Sao Paulo,Large Academic,/ad/8ab5e29a,Brazil
2319,2319,2020,11,2020,Postdoctoral Research Associate - Supernova,Post-doctoral Positions and Fellowships,Las Cumbres Observatory / UCSB,Large Academic,/ad/a3aba714,United States of America
2320,2320,2020,7,2020,Software Engineer - #0050876,Scientific/Technical Staff,Space Telescope Science Institute,Industry,/ad/528a8324,United States of America
2321,2321,2020,9,2020,Faculty Position in Experimental or Theoretical Physics,Faculty Positions (tenure and tenure-track),Caltech,Large Academic,/ad/4b337ab0,United States of America
2322,2322,2020,8,2020,Faculty Position in Observational Astrophysics and Cosmology,Faculty Positions (tenure and tenure-track),EPFL,Large Academic,/ad/638e04a2,Switzerland
2323,2323,2019,9,2019,"Tenure-track Appointments in Science, Mathematics, and/or Statistics, Harvard University",Faculty Positions (tenure and tenure-track),Harvard University,Large Academic,/ad/22de5f70,United States of America
2324,2324,2021,3,2020,IAS Postdoctoral Fellow in Observational Astrophysics and Cosmology,Post-doctoral Positions and Fellowships,The Hong Kong University of Science and Technology,Large Academic,/ad/19620582,Hong Kong
2325,2325,2020,10,2020,Research Associate in Cosmology,Post-doctoral Positions and Fellowships,Cardiff University,Large Academic,/ad/5820b94f,United Kingdom of Great Britain and Northern Ireland
2326,2326,2020,3,2019,Neighborhood Watch Survey - Research Intern ,Other,AURA,Other,/ad/03176585,Chile
2327,2327,2019,8,2019,NTT Faculty (Academic Professional) in Astronomy Instruction - Georgia State University,Faculty Positions (visiting and non-tenure),Georgia State University,Large Academic,/ad/352b0472,United States of America
2328,2328,2021,6,2021,Lecturer - Space Situational Awareness (SSA),Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/c63970e5,Australia
2329,2329,2021,2,2020,Tenure-track faculty position at the National Autonomous University of Mexico (UNAM),Faculty Positions (tenure and tenure-track),National Autonomous University of Mexico (UNAM),Large Academic,/ad/1e6f1027,Mexico
2330,2330,2021,3,2020,"Visiting Professor, Physics &amp; Astronomy",Faculty Positions (visiting and non-tenure),Sonoma State University,Small Academic,/ad/e6eea5f6,United States of America
2331,2331,2020,1,2019,Postdoctoral Position in Extragalactic Astronomy,Post-doctoral Positions and Fellowships,"University of Missouri, Columbia",Large Academic,/ad/2d84b97b,United States of America
2332,2332,2021,12,2021,Postdoctoral Research Assistant in High Energy Astrophysics,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/a4b56179,United Kingdom of Great Britain and Northern Ireland
2333,2333,2019,10,2019,ASTRO-3D Postdoctoral Researcher in Theoretical Galaxy Formation,Post-doctoral Positions and Fellowships,University of Melbourne,Large Academic,/ad/2f52a152,Australia
2334,2334,2021,12,2021,PhD student position in dwarf galaxies,Pre-doctoral/Graduate Positions,Leibniz Institute for Astrophysics Potsdam (AIP),Foreign,/ad/296e4738,Germany
2335,2335,2022,8,2022,Program Coordinator for graduate program in inclusive multimessenger astronomy,Other,Vanderbilt University and Fisk University,Large Academic,/ad/ab5f6385,United States of America
2336,2336,2020,3,2019,PhD Position in Astrophysics: dark matter and galaxy formation/evolution,Pre-doctoral/Graduate Positions,University of Iceland,Small Academic,/ad/ce2ff8d1,Iceland
2337,2337,2019,10,2019,Schmidt Postdoctoral research positions,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,/ad/ba92cceb,United States of America
2338,2338,2021,11,2021,Postdoc in Univ. Tokyo: Numerical simulations of physical and chemical processes,Post-doctoral Positions and Fellowships,The University of Tokyo,Foreign,/ad/8a0b5d75,Japan
2339,2339,2022,4,2021,Postdoctoral positions in ALeRCE and Vera C. Rubin Observatory science.,Post-doctoral Positions and Fellowships,ALeRCE broker,Foreign,/ad/e91c2076,Chile
2340,2340,2021,12,2021,Assistant Professor of Interdisciplinary Teaching Related to Origins of Life,Faculty Positions (tenure and tenure-track),University of Amsterdam (Netherlands),Large Academic,/ad/d55ff8b1,Netherlands
2341,2341,2020,10,2020,Postdoctoral Fellowship in Astrophysics,Post-doctoral Positions and Fellowships,Niels Bohr International Academy,Foreign,/ad/2470ede5,Denmark
2342,2342,2020,7,2020,"PhD position in “Modelling, detection and characterization of tidally heated exomoons” ",Pre-doctoral/Graduate Positions,Leiden University,Large Academic,/ad/f44ee81d,Netherlands
2343,2343,2021,1,2020,"Postdoctoral position, galaxies and cosmology",Post-doctoral Positions and Fellowships,"Tartu Observatory, University of Tartu",Large Academic,/ad/968c3ae0,Estonia
2344,2344,2019,9,2019,Systems Engineer/ Project Manager,Science Engineering,AURA/Gemini,Other,/ad/7058059f,Chile
2345,2345,2020,11,2020,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,Brown University,Large Academic,/ad/8e967ad5,United States of America
2346,2346,2020,2,2019,"Post-doctoral position in asteroseismology in IRAP (Toulouse, France)",Post-doctoral Positions and Fellowships,IRAP / Observatoire Midi Pyrenees,Research Laboratory,/ad/4fb831b0,France
2347,2347,2022,5,2021,Instrument Scientist,Scientific/Technical Staff,University of Arizona,Large Academic,/ad/75200093,United States of America
2348,2348,2021,7,2021,Time-Domain &amp; Multi-messenger Astrophysics Postdoctoral Position,Post-doctoral Positions and Fellowships,The University of Maryland,Large Academic,/ad/e15d6959,United States of America
2349,2349,2020,1,2019,mm/radio Lensed High-z Galaxies Postdoc,Post-doctoral Positions and Fellowships,Yale-NUS College,Foreign,/ad/0544cda1,Singapore
2350,2350,2020,7,2020,Data Science Mission Head,Science Management,Space Telescope Science Institute,Government Agency,/ad/4e1d5a62,United States of America
2351,2351,2019,8,2019,Staff Technician Senior,Scientific/Technical Staff,University of Arizona,Large Academic,/ad/08ab1b1d,United States of America
2352,2352,2021,12,2021,Facility Science Instrument Engineer,Science Engineering,SOFIA / Universities Space Research Association,Other,/ad/3691e9a2,United States of America
2353,2353,2019,8,2019,"Ph.D. Fellow on CHEOPS science at the University of Bern, Switzerland",Pre-doctoral/Graduate Positions,University of Bern,Large Academic,/ad/91904737,Switzerland
2354,2354,2022,4,2021,Canada Excellence Research Chair (CERC) – Cosmochemical Planetary Exploration,Science Engineering,York University,Large Academic,/ad/14eb0e74,Canada
2355,2355,2021,11,2021,Assistant Professor - Experimental Astrophysics,Faculty Positions (tenure and tenure-track),University of Toronto,Large Academic,/ad/adc934c5,Canada
2356,2356,2020,10,2020,Postdoctoral Position in Theoretical Astrophysics,Post-doctoral Positions and Fellowships,"JILA, University of Colorado Boulder",Large Academic,/ad/3058f142,United States of America
2357,2357,2019,12,2019,Science Support Analysts #003013a,Scientific/Technical Staff,Space Telescope Science Institute,Other,/ad/eb5369e9,United States of America
2358,2358,2022,1,2021,Assistant Professor,Faculty Positions (tenure and tenure-track),Queens College of CUNY,Large Academic,/ad/6353cc3f,United States of America
2359,2359,2021,11,2021,Postdoctoral Fellowship (Rubin/LSST South Africa),Post-doctoral Positions and Fellowships,University of KwaZulu-Natal,Large Academic,/ad/0653396b,South Africa
2360,2360,2019,12,2019,Post Doctoral Research Position in The Black Hole Initiate at Harvard University,Post-doctoral Positions and Fellowships,Harvard University,Large Academic,/ad/ebafc0e8,United States of America
2361,2361,2020,7,2020,Assistant Scientist in Computational Hydrodynamics,Scientific/Technical Staff,University of Rochester,Research Laboratory,/ad/f2d8247c,United States of America
2362,2362,2021,10,2021,Postdoctoral Associate to Develop Data Analysis Techniques and Science Applications for LISA Mission,Post-doctoral Positions and Fellowships,The University of Maryland Baltimore County,Large Academic,/ad/3bf803ba,United States of America
2363,2363,2022,2,2021,Postdoctoral position with CHIME,Post-doctoral Positions and Fellowships,University of British Columbia,Foreign,/ad/6977d0b2,Canada
2364,2364,2021,5,2020,Postdoctoral fellowships in Active Galactic Nuclei and Galaxy Evolution,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Other,/ad/6cb3dc0f,Chile
2365,2365,2020,7,2020,Optical Scientist,Scientific/Technical Staff,Space Telescope Science Institute,Government Agency,/ad/5c091aa7,United States of America
2366,2366,2022,5,2021,Integration &amp; Test Lead Engineer,Science Engineering,GMTO,Other,/ad/56450e40,United States of America
2367,2367,2022,5,2021,Phd Student Position (f*m),Pre-doctoral/Graduate Positions,Space Research Institute,Other,/ad/d5feb1e8,Austria
2368,2368,2020,7,2020,Postdoctoral position on the evolution of stellar clusters,Post-doctoral Positions and Fellowships,Liverpool John Moores University,Large Academic,/ad/f3f30cdd,United Kingdom of Great Britain and Northern Ireland
2369,2369,2021,5,2020,Postdoctoral Research Scientist in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,University of Colorado,Large Academic,/ad/cedbfd9f,United States of America
2370,2370,2021,8,2021,Applications Developer,Science Engineering,Caltech/IPAC,Small Academic,/ad/bb723628,United States of America
2371,2371,2021,11,2021,Postdoctoral Associate in Earth &amp; Planetary Materials,Post-doctoral Positions and Fellowships,Cornell University Department of Astronomy,Large Academic,/ad/08e746f2,United States of America
2372,2372,2021,6,2021,Postdoctoral fellow in multi-messenger astronomy with gravitational waves,Post-doctoral Positions and Fellowships,University of British Columbia,Large Academic,/ad/5b8ef1aa,Canada
2373,2373,2021,9,2021,APO 3.5m ARC telescope Hardware/Software Programmer,Scientific/Technical Staff,NMSU/Astronomy/APO,Other,/ad/9c2da930,United States of America
2374,2374,2021,11,2021,Postdoctoral Scholar-Heliophysics and Planetary Science -Space Sciences Laboratory,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/a437974b,United States of America
2375,2375,2021,12,2021,"Research Associate, Very Long Baseline Interferometry (VLBI) (4678)",Scientific/Technical Staff,National Radio Astronomy Observatory,Research Laboratory,/ad/edd2633d,United States of America
2376,2376,2022,5,2021,Postdoctoral Position in ISM and Star Formation Studies of Nearby Galaxies and the Milky Way,Post-doctoral Positions and Fellowships,"Univ. Bonn, Argelander Inst. for Astronomy",Large Academic,/ad/1d8f491f,Germany
2377,2377,2022,7,2022,Multifunctional Nanosensor Testing Laboratory Associate,Scientific/Technical Staff,Catholic University of America/NASA Goddard Space Flight Center,Large Academic,/ad/c04a29b7,United States of America
2378,2378,2019,10,2019," Department Head, Department of Physics &amp; Astronomy",Faculty Positions (tenure and tenure-track),University of North Georgia,Large Academic,/ad/cb66461b,United States of America
2379,2379,2019,11,2019,Postdoctoral Research Associate I,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/71ce91ea,United States of America
2380,2380,2019,12,2019,Postdoctoral Positions in Astronomy &amp; Astrophysics,Post-doctoral Positions and Fellowships,University of Haifa,Large Academic,/ad/7e4e3f20,Israel
2381,2381,2022,2,2021,Postdoc position on developing the alignment control for the ET(-pathfinder) mirrors,Post-doctoral Positions and Fellowships,KU Leuven,Large Academic,/ad/abbdaa5f,Belgium
2382,2382,2020,11,2020,"PhD Fellowship in Galaxy Evolution and Formation at the Cosmic Dawn Center, DTU Space ",Pre-doctoral/Graduate Positions,DTU Space,Large Academic,/ad/41c9cafe,Denmark
2383,2383,2020,11,2020,"Postdoctoral positions in analysis of JWST observations of exoplanets, brown dwarfs, and protostars",Post-doctoral Positions and Fellowships,Bay Area Environmental Research Institute,Research Laboratory,/ad/668ee3f9,United States of America
2384,2384,2022,1,2021,Deputy Director of Public Policy,Other,American Astronomical Society,Other,/ad/250b7f8b,United States of America
2385,2385,2022,8,2022,Postdoctoral QUC Fellow Position in Extra-galactic Astronomy and Cosmology,Post-doctoral Positions and Fellowships,Korea Institute for Advanced Study,Government Agency,/ad/8f7490ab,Korea (Republic of)
2386,2386,2022,4,2021,IRAM - Postdoctoral Research Position in Millimeter Astronomy for NOEMA,Post-doctoral Positions and Fellowships,IRAM - Institut de Radioastronomie Millimétrique,Research Laboratory,/ad/e2081bb2,France
2387,2387,2020,1,2019,Astronomer/Astrophysicist,Scientific/Technical Staff,The Aerospace Corporation,Research Laboratory,/ad/3e4a461a,United States of America
2388,2388,2019,12,2019,"Assistant, Associate and Full Professorships",Faculty Positions (tenure and tenure-track),Guangdong Technion Israel Institute of Technology,Large Academic,/ad/7454ba7e,China
2389,2389,2020,2,2019,Research Fellow in Physics (Astronomy),Faculty Positions (tenure and tenure-track),University of Tasmania,Large Academic,/ad/0b4fe409,Australia
2390,2390,2021,6,2021,Research Fellow in Hydrodynamics &amp; Software Engineering,Post-doctoral Positions and Fellowships,University of Southampton,Large Academic,/ad/c1d2fdaa,United Kingdom of Great Britain and Northern Ireland
2391,2391,2019,12,2019,Postdoctoral Position in Galactic Dynamics and Dark Matter Astrophysics with Gaia,Post-doctoral Positions and Fellowships,University of Toronto,Large Academic,/ad/7630635c,Canada
2392,2392,2020,9,2020,Postdoctoral Research in Astrophysical Sciences,Post-doctoral Positions and Fellowships,Princeton University,Small Academic,/ad/22a2446e,United States of America
2393,2393,2019,7,2019,"Postdoctoral Position in Star Formation at AIM Paris-Saclay, France",Post-doctoral Positions and Fellowships,CEA Paris-Saclay,Research Laboratory,/ad/cbdf17a6,France
2394,2394,2020,9,2020,Full time Faculty position,Faculty Positions (tenure and tenure-track),Pontificia Universidad Catolica de Chile,Foreign,/ad/0ce54d8a,Chile
2395,2395,2022,6,2022,"Four Research Positions in Astrophysics at Instituto de Astronomía, UNAM, México",Faculty Positions (tenure and tenure-track),Universidad Nacional Autónoma de México,Large Academic,/ad/b97b0a53,Mexico
2396,2396,2019,10,2019,Associate Editor,Other,American Astronomical Society Sky Publishing,Other,/ad/f9ccfcd9,United States of America
2397,2397,2021,11,2021,PhD positions in Astronomy and Astrophysics at Warwick University,Pre-doctoral/Graduate Positions,University of Warwick,Large Academic,/ad/8616abdf,United Kingdom of Great Britain and Northern Ireland
2398,2398,2021,11,2021,Visiting Research Fellow in AGN/star formation,Post-doctoral Positions and Fellowships,Astronomical Institute of the Czech Academy of Sciences,Large Academic,/ad/dd28083c,Czech Republic
2399,2399,2019,10,2019,Postdoctoral Researcher in ISM Physics and Star Formation,Post-doctoral Positions and Fellowships,Heidelberg University,Large Academic,/ad/53f70fe2,Germany
2400,2400,2022,6,2022,Lead Project Manager,Science Management,California Institute of Technology,Large Academic,/ad/f1c03441,United States of America
2401,2401,2020,2,2019,Newcastle University Academic Track Fellow,Post-doctoral Positions and Fellowships,Newcastle University,Large Academic,/ad/25517d84,United Kingdom of Great Britain and Northern Ireland
2402,2402,2021,12,2021,PhD opportunity in artificial intelligence and astronomy ,Pre-doctoral/Graduate Positions,Diego Portales University,Foreign,/ad/26e56044,Chile
2403,2403,2022,5,2021,Postdoc in Exoplanetary/Substellar and/or Time-domain Astronomy,Post-doctoral Positions and Fellowships,Western University,Large Academic,/ad/36b2b866,Canada
2404,2404,2019,8,2019,2020 SMA Postdoctoral Fellowships,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,/ad/708c4623,United States of America
2405,2405,2020,8,2020,"FONDECYT postdoctoral research projects in Physics, Astronomy, and Physics Education at Universidad Metropolitana de Ciencias de la Educación (Santiago, Chile)",Post-doctoral Positions and Fellowships,Universidad Metropolitana de Ciencias de la Educación,Small Academic,/ad/96b3a126,Chile
2406,2406,2020,9,2020,Tenure Track Professor in Astronomy/Astrophysics,Faculty Positions (tenure and tenure-track),University of Notre Dame,Large Academic,/ad/975457f8,United States of America
2407,2407,2021,7,2021,Open Rank (Tenure-Track/Tenured) Faculty Position in Space Physics,Faculty Positions (tenure and tenure-track),University of California Los Angeles,Large Academic,/ad/ec63f7c8,United States of America
2408,2408,2019,9,2019,Scientist/Postdoctoral Scholar at the NASA Ames Research Center,Post-doctoral Positions and Fellowships,Bay Area Environmental Research Institute,Research Laboratory,/ad/3c8966e6,United States of America
2409,2409,2021,6,2021,One postdoctoral contract SHARKS 2021 (PS-2021-051),Post-doctoral Positions and Fellowships,Instituto de Astrofísica de Canarias,Government Agency,/ad/ac50f129,Spain
2410,2410,2020,10,2020,Postdoctoral position in transient and multi-messenger astronomy,Post-doctoral Positions and Fellowships,NASA Goddard Space Flight Center,Government Agency,/ad/d4f456cb,United States of America
2411,2411,2020,2,2019,Postdoctoral Scholar- Cosmic Microwave Background (CMB) Observations,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/d231d444,United States of America
2412,2412,2020,1,2019,Postdoctoral Positions in Astrophysics,Post-doctoral Positions and Fellowships,"Instituto de Astronomía, Universidad Nacional Autónoma de México",Large Academic,/ad/aa935d2f,Mexico
2413,2413,2020,6,2020,Postdoctoral position on Galactic Archaeology,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center,Small Academic,/ad/75ea5818,Poland
2414,2414,2019,9,2019,PhD Student in Extra-Galactic Astronomy,Pre-doctoral/Graduate Positions,Lowell Observatory,Research Laboratory,/ad/5cc98e77,United States of America
2415,2415,2021,7,2021,Postdoctoral Associate- Space Sciences Laboratory- UC Berkeley,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/a2ff94a9,United States of America
2416,2416,2021,9,2021,Postdoctoral positions on Cosmology and Artificial Intelligence ,Post-doctoral Positions and Fellowships,Institut d'Astrophysique de Paris / CNRS,Research Laboratory,/ad/180b3899,France
2417,2417,2021,12,2021,Head of Astrophysics at SRON,Science Management,SRON Netherlands Institute for Space Research,Research Laboratory,/ad/a7ef2300,Netherlands
2418,2418,2021,10,2021,Observer / Support Astronomer at Sunspot Solar Observatory,Science Engineering,Sunspot Solar Observatory / New Mexico State University,Large Academic,/ad/b1b75f7a,United States of America
2419,2419,2022,7,2022,Programme Postdoctoral Poincaré,Post-doctoral Positions and Fellowships,OBSERVATOIRE DE LA COTE D AZUR,Research Laboratory,/ad/8fb11783,France
2420,2420,2021,12,2021,Postdoctoral positions in the field of cosmic reionization and 21 cm cosmology,Post-doctoral Positions and Fellowships,"Department of Astronomy, Tsinghua University",Large Academic,/ad/b4fd90e8,China
2421,2421,2020,9,2020,ESO Studentship Programme Europe/Chile (2020/2021),Pre-doctoral/Graduate Positions,European Southern Observatory (ESO),Other,/ad/72a853fe,Germany
2422,2422,2021,8,2021,Research Associate in Astrophysics,Post-doctoral Positions and Fellowships,Imperial College London,Foreign,/ad/0f782655,United Kingdom of Great Britain and Northern Ireland
2423,2423,2021,12,2021,Postdoctoral position in theoretical astrophysics,Post-doctoral Positions and Fellowships,"University of Nevada, Las Vegas",Large Academic,/ad/5e37924f,United States of America
2424,2424,2021,9,2021,Tenure-track Faculty Position in Theoretical Astrophysics,Faculty Positions (tenure and tenure-track),Cornell Unversity,Large Academic,/ad/38d7152c,United States of America
2425,2425,2019,12,2019,ASTRON and JIVE International Summer Students Programme 2020,Other,ASTRON Netherlands Institute for Radio Astronomy and JIVE Joint Institute for VLBI ERIC,Foreign,/ad/843ecb71,Netherlands
2426,2426,2019,11,2019,Senior Editor - Astronomy ,Other,Kalmbach Media Co.,Industry,/ad/076a7db4,United States of America
2427,2427,2019,12,2019,Postdoctoral Research Position in Astrophysics (Observational Cosmology),Post-doctoral Positions and Fellowships,The Ohio State University,Large Academic,/ad/f9945cf6,United States of America
2428,2428,2020,1,2019,Head of Earth Observation at SRON ,Science Management,SRON Netherlands Institute for Space Research,Research Laboratory,/ad/805d5eef,Netherlands
2429,2429,2021,11,2021,Postdoc in FEL Physics,Post-doctoral Positions and Fellowships,Deutsches Elektronen-Synchrotron DESY,Other,/ad/0cb6c539,Germany
2430,2430,2021,11,2021,  Assistant Science Operations Specialist,Scientific/Technical Staff,NOIRLab/Gemini Observatory,Other,/ad/5980c37f,United States of America
2431,2431,2019,6,2019,TENURE-TRACK PROFESSORSHIP (W1 TENURE TRACK LEADING TO A W2) FOR MACHINE LEARNING IN PARTICLE PHYSICS or ASTROPHYSICS ,Faculty Positions (tenure and tenure-track),Universität Hamburg,Large Academic,/ad/6113a54e,Germany
2432,2432,2020,7,2020,Postdoctoral Research Fellow / Research Fellow in Cosmology,Post-doctoral Positions and Fellowships,The University of Queensland,Large Academic,/ad/b361e4c3,Australia
2433,2433,2019,10,2019,Postdoctoral position in clusters of galaxies ,Post-doctoral Positions and Fellowships,University of Kentucky,Large Academic,/ad/633cd42e,United States of America
2434,2434,2022,4,2021,Visiting Professor of Physics,Faculty Positions (visiting and non-tenure),Middlebury College,Small Academic,/ad/9745e170,United States of America
2435,2435,2019,8,2019,Postdoctoral Fellow in Cosmology,Post-doctoral Positions and Fellowships,Harvard University,Large Academic,/ad/6e50e1e9,United States of America
2436,2436,2020,4,2019,Astronomical Sciences (MPS/AST),Science Management,National Science Foundation,Government Agency,/ad/928386d5,United States of America
2437,2437,2020,12,2020,Postdoctoral Fellowships in Extragalactic High-Energy Astrophysics,Post-doctoral Positions and Fellowships,Masaryk University,Large Academic,/ad/607d29d5,Czech Republic
2438,2438,2021,11,2021,NASA MSFC Astrophysics Branch is hiring soon!,Science Engineering,NASA Marshall Space Flight Center,Government Agency,/ad/46c336ff,United States of America
2439,2439,2019,10,2019,Postdoctoral Positions for CHIME/FRB VLBI Localization,Post-doctoral Positions and Fellowships,McGill University,Large Academic,/ad/52aecd83,Canada
2440,2440,2021,1,2020,Adaptive Optics Scientist,Scientific/Technical Staff,NOIRLab/Gemini,Other,/ad/cdeba009,United States of America
2441,2441,2022,2,2021,Postdoctoral Researcher in Star Formation and Magnetic Fields,Post-doctoral Positions and Fellowships,Worcester State University,Large Academic,/ad/9ab78f0d,United States of America
2442,2442,2019,12,2019,Postdoctoral Researcher in Exoplanets and their Host Stars,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/ea93fc87,United States of America
2443,2443,2021,10,2021,Electronics/Instrument Engineer,Other,W. M. Keck Observatory,Other,/ad/e657d60f,United States of America
2444,2444,2020,10,2020,Postdoctoral Research Position on Interstellar Dust Evolution,Post-doctoral Positions and Fellowships,Université Paris-Saclay,Foreign,/ad/e4d488a0,France
2445,2445,2021,7,2021,"FONDECYT postdoctoral research projects in Physics, Astronomy, and Physics Education at Universidad Metropolitana de Ciencias de la Educación (UMCE, Santiago, Chile)",Post-doctoral Positions and Fellowships,Universidad Metropolitana de Ciencias de la Educación (UMCE),Small Academic,/ad/10fb935c,Chile
2446,2446,2019,9,2019,"Assistant Professor - The Sutton Family Chair in Science, Christianity and Cultures",Faculty Positions (tenure and tenure-track),University of Toronto,Foreign,/ad/05336cd3,Canada
2447,2447,2021,12,2021,Senior Instrumentation Engineer,Science Engineering,GMTO Corporation,Industry,/ad/ff8fd398,United States of America
2448,2448,2019,10,2019,"Faculty Position in Astronomy, National Central University, Taiwan  ￼￼ HideFaculty Position in Astronomy, National Central University, Taiwan  ￼￼ Hide",Faculty Positions (tenure and tenure-track),National Central University,Foreign,/ad/984383b5,Taiwan
2449,2449,2020,9,2020,Faculty position in Astroinformatics and Astrostatistics at Universidad Adolfo Ibanez,Faculty Positions (tenure and tenure-track),Universidad Adolfo Ibanez,Large Academic,/ad/7daf77b3,Chile
2450,2450,2019,8,2019,Assistant Professor – Physics Department ,Faculty Positions (tenure and tenure-track),Lafayette College,Large Academic,/ad/81af52db,United States of America
2451,2451,2019,9,2019,NASA Hubble Fellowship Program (NHFP),Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/07d1bef4,United States of America
2452,2452,2019,12,2019,Galaxy evolution with large JWST and ground-based surveys,Post-doctoral Positions and Fellowships,Saint Mary's University,Foreign,/ad/784b145b,Canada
2453,2453,2022,2,2021,Chief of Operations,Other,W. M. Keck Observatory,Other,/ad/5cbf2b4a,United States of America
2454,2454,2019,8,2019,Postdoctoral Research Scientist,Post-doctoral Positions and Fellowships,Columbia University,Large Academic,/ad/f66fd09d,United States of America
2455,2455,2022,3,2021,Professorship of Astrophysics (1909),Faculty Positions (tenure and tenure-track),University of Cambridge,Foreign,/ad/8db0b031,United Kingdom of Great Britain and Northern Ireland
2456,2456,2020,2,2019,PhD position in extragalactic astronomy,Pre-doctoral/Graduate Positions,Laboratoire d'Astrophysique de Marseille,Research Laboratory,/ad/7af22e06,France
2457,2457,2019,11,2019,Postdoctoral Position in Planetary and Exoplanetary Atmospheres Modeling,Post-doctoral Positions and Fellowships,Jet Propulsion Laboratory/NASA,Research Laboratory,/ad/3cedaa89,United States of America
2458,2458,2019,12,2019,Postdoctoral position in computational astrophysics,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/4192146b,United Kingdom of Great Britain and Northern Ireland
2459,2459,2020,2,2019,Associate Science Ops Analyst – #0043711  ,Science Engineering,Space Telescope Science Institute,Other,/ad/0679300c,United States of America
2460,2460,2020,4,2019,PhD position in Star Formation,Pre-doctoral/Graduate Positions,University College Dublin,Large Academic,/ad/0dedc8de,Ireland
2461,2461,2021,10,2021,NOVA Postdoc for JWST/MIRI commissioning and characterization,Post-doctoral Positions and Fellowships,Kapteyn Astronomical Institute,Large Academic,/ad/7592c4e5,Netherlands
2462,2462,2020,8,2020,James Webb Space Telescope Postdoctoral Fellowships at NASA’s Goddard Space Flight Center,Post-doctoral Positions and Fellowships,NASA's Goddard Space Flight Center,Government Agency,/ad/4d1459f7,United States of America
2463,2463,2021,6,2021,Postdoctoral Position in Black Hole Astrophysics  ,Post-doctoral Positions and Fellowships,Astronomical Institute of the Czech Academy of Sciences,Small Academic,/ad/4d9a12b7,Czech Republic
2464,2464,2021,1,2020,H2020 SPACE XMM2ATHENA postdoctoral position,Post-doctoral Positions and Fellowships,Institut de Recherche en Astrophysique et Planétologie,Research Laboratory,/ad/08a1a269,France
2465,2465,2022,2,2021,Senior Scientist in Data Assimilation,Other,Met Office,Government Agency,/ad/8f1703a9,United Kingdom of Great Britain and Northern Ireland
2466,2466,2022,1,2021,Research Fellow in Astrophysical Tests of Gravity,Post-doctoral Positions and Fellowships,University of Portsmouth,Large Academic,/ad/bbf62151,United Kingdom of Great Britain and Northern Ireland
2467,2467,2020,9,2020,PhD positions in Astrophysics and Cosmology,Pre-doctoral/Graduate Positions,Technion - Israel Institute of Technology,Large Academic,/ad/09fa403c,Israel
2468,2468,2019,8,2019,"Assistant Professor, National Astronomical Observatory of Japan (NAOJ)",Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/376be58b,Japan
2469,2469,2022,1,2021,Astrophysicist (Post-Doctoral Research Fellow),Post-doctoral Positions and Fellowships,Smithsonian Astrophysicist,Government Agency,/ad/a372f6d1,United States of America
2470,2470,2021,4,2020,Director of New Mexico Operations,Science Management,National Radio Astronomy Observatory,Research Laboratory,/ad/c2f138c0,United States of America
2471,2471,2020,9,2020,Array Performance Group Manager,Science Management,National Radio Astronomy Observatory,Research Laboratory,/ad/de1290b5,United States of America
2472,2472,2021,10,2021,Postdoctoral Positions in Observational Cosmology at IFAE Barcelona,Post-doctoral Positions and Fellowships,IFAE Barcelona,Foreign,/ad/58f5631b,Spain
2473,2473,2019,9,2019,"Assistant, Associate, or Full Professor - Department of Astronomy - Division of Mathematical and Physical Sciences - UC Berkeley",Faculty Positions (tenure and tenure-track),"University of California, Berkeley",Large Academic,/ad/494a7b5f,United States of America
2474,2474,2021,12,2021,Multiple positions in radio astronomy and big data science,Post-doctoral Positions and Fellowships,Bonn University,Large Academic,/ad/f38f7d41,Germany
